station;latitude;longitude
Mołdzie (przystanek kolejowy);53.81363;22.227519
Mońki;53.40172317643767;22.797418331942893
Mościsko Dzierżoniowskie;50.771;16.5807
Mrocza;53.231;17.5794
Mroczeń;51.227;17.991958
Mroczkowice (przystanek kolejowy);50.946000000000005;15.3611
Mrozy;52.16430469310868;21.8019974861695
Mrozów;51.183666829746635;16.793830816645475
Mrzezino;54.653;18.4131
Mrzeżyno Gryfickie;54.141999999999996;15.2922
Mrągowo;53.85892489652612;21.29651333806659
Mrągowo Park;53.879;21.3014
Mrągowo Wąskotorowe;53.861000000000004;21.2983
Mszalnica;49.59290385956909;20.828835732574067
Mszalnica (przystanek kolejowy);49.593;20.8286
Mszana Dolna;49.67329673094946;20.075490262329787
Mszana Dolna Marki;49.659049297556464;20.060333419236578
Mszczonów;51.964724569374745;20.521479671722567
Mucharz;49.821999999999996;19.5361
Muchowiec;50.75974;17.157247
Munina;49.990717757671305;22.717986743313205
Muranów;52.2;20.998888888
Murowana Goślina;52.57486223434679;17.0156130914408
Murzynowo;52.652;15.4652
Murów;50.858999999999995;17.9447
Muszaki;53.37046487171556;20.608253803089372
Muszaki (stacja kolejowa);53.37;20.6089
Muszkowo (przystanek kolejowy);52.5;14.9633
Muszyna;49.345216724382965;20.89303572014249
Muszyna Poprad;49.3280715;20.90750313
Muszyna Poprad ;49.32824852165101;20.90766770932641
Muszyna Zdrój;49.3578;20.896411
Muślina Lublienicka;50.715526696675354;18.36607490159162
Mycielin (przystanek kolejowy);51.63;15.7111
Mycielin Kaliski;51.958;18.2427
Mykanów;50.92510679681399;19.179293075921155
Mysia Góra Osiedle;50.236000000000004;18.6369
Myszków;50.574;19.3289
Myszków ;50.57433592316724;19.32902867885689
Myszków Mrzygłód;50.54360905590627;19.377285044176315
Myszków Nowa Wieś;50.593999999999994;19.2919
Myszków Światowit;50.5654666079667;19.360219365920734
Myszków-Nowa Wieś;50.594941067352075;19.291499743590826
Myszyna (przystanek kolejowy);53.878;15.4803
Myszyniec;52.88399999999999;20.5958
Myszyniec Stary (przystanek kolejowy);53.3989;21.342511
Mysłakowice (przystanek kolejowy);50.83536166;15.788289444
Mysłakowice Orzeł;50.82587472;15.787002222
Mysłaków;52.09209059008892;20.014423799394557
Mysłowice;50.237675423615855;19.142036680941924
Mysłowice - Brzezinka;50.1974833794194;19.154445775812
Mysłowice - Brzęczkowice;50.21297412347771;19.147274678919164
Mysłowice Brzezinka;50.196999999999996;19.1544
Mysłowice Brzęczkowice;50.213;19.1472
Mysłowice Kosztowy;50.17102898283032;19.162104603574214
Myśliborzyce (przystanek kolejowy);52.909180000000006;14.897792
Myślibórz;52.918;14.8613
Myślice (stacja kolejowa);53.909;19.5064
Myśliczyn;50.525841683547704;17.329076776119265
Myślina Lubliniecka;50.715;18.3675
Myślino Kołobrzeskie;54.031000000000006;15.6947
Mzdowo (przystanek kolejowy);54.168;16.7544
Mąkoszyce;50.9394819196481;17.631094811106525
Mąkowarsko (przystanek kolejowy);53.406000000000006;17.8186
Mątwica (przystanek kolejowy);53.216;21.9253
Męcikał;53.83219814154923;17.670843100988193
Męcina (przystanek kolejowy);49.684;20.5631
Męcina Podgórze;49.691;20.5289
Męcka Wola;51.60910127012399;18.84654944957574
Mędrzechów;50.272;20.9536
Mława;53.126000000000005;20.3506
Mława Wąskotorowa;53.131;20.3506
Młociny;52.291000000000004;20.9289
Młodzawy (przystanek kolejowy);50.461999999999996;20.5032
Młodów;49.46918128263452;20.695132175947148
Młodów (przystanek kolejowy);49.46861;20.695856
Młynary;54.18666666;19.745277777
Młynary Chodzieskie;52.9;17.1047
Młyny;51.056537330505144;18.604460900268176
Młyny (przystanek kolejowy);52.601000000000006;18.2064
Młynów;52.236999999999995;20.9599
Młyńsko;50.98966565014061;15.450376593771177
Młyńsko (przystanek kolejowy);50.989;15.4505
Mścice (stacja kolejowa);54.214;16.0736
Nacław (przystanek kolejowy);54.145;16.5261
Nadarzyce (stacja kolejowa);53.472;16.5003
Nadarzyce Wąskotorowe;52.297;17.5805
Nadbrzeże;54.2725;19.416389
Nadbór (przystanek kolejowy);54.138000000000005;16.5708
Nadolice Wielkie (przystanek kolejowy);51.07973;17.251964
Najmowo;53.306741182879314;19.32175899430773
Nakło;50.663999999999994;19.73
Nakło nad Notecią;53.14253997868003;17.607160256956167
Nakło Śląskie;50.429744652238206;18.903379052960936
Nakło Śląskie (stacja kolejowa);50.428999999999995;18.9036
Namysłaki (stacja kolejowa);51.56399999999999;18.059
Namysłów;51.074611938289735;17.716373717553402
Namyślin;52.6783;14.570315
Napiwoda;53.401456173616246;20.47112376337897
Napiwoda (stacja kolejowa);53.401;20.4725
Naratów (przystanek kolejowy);51.68600000000001;16.4381
Narewka;52.867;23.7339
Narzym;53.188674178173684;20.256375167559746
Nasiedle;50.058;17.9058
Nasielsk;52.571999999999996;20.7685
Nasielsk Miasto;52.582;20.8125
Nasielsk Wąskotorowy;52.574;20.7728
Nasutowo (przystanek kolejowy);53.976000000000006;15.8589
Naterki;53.74656515202674;20.37835782959836
Natolewice (przystanek kolejowy);53.898999999999994;15.3733
Natolin;52.14;21.0564
Nawcz (przystanek kolejowy);54.506;17.9358
Nawra;53.203228521352365;18.484860424742354
Nawra (przystanek kolejowy);53.203;18.485
Nałęczów;51.31825497209411;22.210627558384854
Nałęczów Wąskotorowy;51.317;22.2124
Nekla;52.35437578724932;17.401722549433124
Nerwiki (przystanek kolejowy);54.184459999999994;20.513356
Neryngowo (przystanek kolejowy);52.28;17.6225
Nicwałd (przystanek kolejowy);53.458999999999996;18.8817
Niczonów (przystanek kolejowy);54.023;15.0053
Nida;50.76001999620699;20.579118548281556
Nidzica;53.35713267280246;20.41404802865884
Nieborowice;50.226000000000006;18.6167
Nieborzyn (przystanek kolejowy);52.415;18.1069
Niechanowo;52.47;17.6869
Niechcice (stacja kolejowa);51.275;19.5825
Niechlów (stacja kolejowa);51.691;16.3706
Niechorze;54.093999999999994;15.078
Niechorze Latarnia;54.09;15.0679
Niechorze Wielkie;54.092;15.0717
Niedomice;50.113;20.9131
Niedoradz;51.86547381055847;15.664342618041827
Niedrzwica;51.114154427884856;22.37667304199957
Niedrzwica Kościelna;51.081242193077784;22.362139068447156
Niedźwiada;52.140383742019395;19.883564725791683
Niedźwiada Łowicka;52.14;19.8846
Niedźwiady;52.71751999999999;17.593611
Niedźwiedziska (przystanek kolejowy);53.945;15.0708
Niedźwiedź;50.20399999999999;20.0808
Niegocin;54.019;21.7387
Niegosławice;51.0;15.700555555
Niekłonice;54.153;16.1478
Niekłończyca Uniemyśl;53.623000000000005;14.5052
Nielep;53.82899999999999;15.8711
Niemcza;50.397;16.5144
Niemczewo (przystanek kolejowy);54.324;17.2806
Niemczynek Werkowo;52.815;17.3672
Niemica (przystanek kolejowy);53.858000000000004;14.9153
Niemodlin;50.64;17.6365
Niemojki;52.258519587697144;22.70087159063522
Niepart (przystanek kolejowy);51.708999999999996;16.9878
Niepoczołowice;54.435880000000004;17.879583
Nieporęt;52.43070467569068;21.03176119527791
Nieporęt Wąskotorowy;52.431999999999995;21.0339
Niepołomice (stacja kolejowa);50.033;20.2172
Niepołomice Pasternik;50.031000000000006;20.1978
Nieprowice (przystanek kolejowy);50.402;20.5825
Niestępowo;54.32630625315401;18.410653787994328
Nieszawa Waganiec;52.80312570216034;18.870033369240268
Nieszawa Wąskotorowa;52.803000000000004;18.8706
Nietkowice;52.057511743512705;15.351342822414566
Nietoperek;52.40180661742405;15.54177912451934
Nietążkowo (przystanek kolejowy);51.99779;16.541969
Nietążkowo Szkoła (przystanek kolejowy);52.00027;16.535281
Niewodnica;53.08213962922759;23.044744147383494
Niewodnica Kościelna;53.083;23.0474
Niezabitów;51.25642833635689;22.12139659409708
Niezabyszewo;54.145;17.4114
Nieznany Bór;52.718;23.6214
Nisko;50.512;22.1433
Nisko - Osiedle;50.52050856392579;22.124165176228328
Nisko 1000-lecia;50.521205805975725;22.12145548855217
Nisko Osiedle;50.518;22.1308
Nisko Podwolina;50.494;22.1744
Nisko Racławice;50.513999999999996;22.14054
Nisko-Podwolina;50.49504217687258;22.174183294321736
Nisko-Racławice;50.50419615873757;22.158706289891377
Niwnica;51.13948499952038;15.501285912528935
Niwnice (stacja kolejowa);51.138999999999996;15.5011
Nojewo;52.60614624146232;16.310678128588748
Nosówko;54.09256226404606;16.052404694742382
Nowa Bielawa;50.663000000000004;16.5994
Nowa Brda (przystanek kolejowy);53.873000000000005;17.2175
Nowa Brzeźnica;51.072325168360365;19.146603750650712
Nowa Cerekwia;50.086999999999996;17.9419
Nowa Dąbrowa (przystanek kolejowy);53.417;15.1806
Nowa Dąbrowa Wieś;53.412;15.1694
Nowa Dęba;50.41585834078857;21.739805722410413
Nowa Grobla;50.088;22.9934
Nowa Iwiczna;52.089248874214185;20.9959545143117
Nowa Rola (przystanek kolejowy);51.73;14.901397
Nowa Ruda;50.57732780758892;16.496775151482492
Nowa Ruda Przedmieście;50.588428773057615;16.516293251537007
Nowa Ruda Słupiec;50.54956388;16.549052777
Nowa Ruda Zdrojowisko;50.61207063616416;16.509463634395804
Nowa Ruda- Słupiec;50.549464324745074;16.549063866867108
Nowa Sarzyna;50.31983233881906;22.34884456700405
Nowa Sarzyna Kolonia;50.3305778;22.33611679
Nowa Sarzyna Wąskotorowa;50.32557;22.341136
Nowa Sarzyna Zakłady Chemiczne;50.32694;22.333614
Nowa Sól;51.79937412830714;15.70860504046234
Nowa Wieś Cierpkie;54.025;19.6561
Nowa Wieś Człuchowska (przystanek kolejowy);53.843999999999994;17.2864
Nowa Wieś Ełcka;53.765721676414785;22.31340019179453
Nowa Wieś Grodziska (stacja kolejowa);51.14;15.733166666
Nowa Wieś Kościańska (przystanek kolejowy);52.02;16.503194444
Nowa Wieś Kościelna;53.083619999999996;21.416394
Nowa Wieś Kościerska (przystanek kolejowy);54.157;18.0047
Nowa Wieś Kłodzka;50.56100000000001;16.61
Nowa Wieś Legnicka;51.176;16.1892
Nowa Wieś Lęborska;54.55857440515564;17.72157500585252
Nowa Wieś Lęborska (przystanek kolejowy);54.559;17.7208
Nowa Wieś Mochy;52.01466415290752;16.216063341578195
Nowa Wieś Oleska (przystanek kolejowy);51.043;18.42
Nowa Wieś Poznańska;52.398;17.0461
Nowa Wieś Warszawska;52.14045659422256;20.795479878959515
Nowa Wieś Wielka;52.9678606693044;18.09696214682663
Nowa Wieś Złotoryjska;51.156000000000006;15.9016
Nowa Święta;53.348426318314246;17.140291342197003
Nowa Święta (stacja kolejowa);53.349;17.1428
Nowe;53.648;18.7247
Nowe Chrapowo (przystanek kolejowy);53.159;14.8014
Nowe Czaple (stacja kolejowa);51.553059999999995;14.774189
Nowe Drezdenko;52.853808553321244;15.83404831364385
Nowe Dębe Wielkie;52.19267965378798;21.442266929877306
Nowe Guty (przystanek kolejowy);53.77556;21.870575
Nowe Kiejkuty (przystanek kolejowy);53.64419;21.036683
Nowe Kutnowskie;52.237777625040096;19.22806788329081
Nowe Miasteczko;51.687;15.7175
Nowe Miasto Lubawskie;53.431000000000004;19.5881
Nowe Miasto Lubawskie Południe;53.417;19.5947
Nowe Miasto nad Pilicą;51.622;20.5758
Nowe Objezierze;52.86650447217408;14.32857603752959
Nowe Skalmierzyce;51.70857757394729;17.998183711618505
Nowe Warpno;53.724;14.2875
Nowe Warpno Żalno;53.72;14.31
Nowielice (przystanek kolejowy);54.075;15.2619
Nowielin (przystanek kolejowy);53.106;14.8783
Nowiny;50.44053704891439;23.15462756650557
Nowiny Wielkie;52.67266854371447;15.00291471325669
Nowogard;53.665;15.1211
Nowogrodziec;51.19079232639341;15.392166913839333
Nowogród;53.223;21.8761
Nowogród Bobrzański;51.81189701125206;15.244249208502321
Nowogród Osiedle;51.79472812422277;15.225321347485082
Nowosady;52.798688649187326;23.608797568638078
Nowosielce;49.56234139731164;22.085671269915924
Nowy Barkoczyn (stacja kolejowa);54.1;18.1267
Nowy Bieruń;50.074;19.1844
Nowy Dwór ;53.35355390265753;17.883544201030173
Nowy Dwór Gdański;54.21108965770678;19.12429421858115
Nowy Dwór Gdański Wąskotorowy;54.21;19.1228
Nowy Dwór Kwidzyński;53.708;18.8636
Nowy Dwór Mazowiecki;52.42522524731413;20.72446228622007
Nowy Jarosław;54.391999999999996;16.5258
Nowy Kościół;51.07;15.8711
Nowy Las;50.3619337897955;17.41421271863176
Nowy Młyn;54.06644709425186;21.327785924444576
Nowy Nurzec;52.47256749175039;23.1766430996104
Nowy Raduszec (przystanek kolejowy);52.01972;15.034181
Nowy Staw;54.13282574614136;19.013771203945907
Nowy Staw Wąskotorowy;54.13;19.0097
Nowy Sącz;49.606;20.7025
Nowy Sącz - Biegonice;49.58609007695888;20.660461394394297
Nowy Sącz - Jamnica;49.58746705916234;20.743267445876786
Nowy Sącz - Miasto;49.62135583836249;20.690106617793973
Nowy Sącz - Nowa Kolonia;49.60656321286807;20.70289457761006
Nowy Sącz Biegonice;49.586000000000006;20.6603
Nowy Sącz Chełmiec;49.6;20.677
Nowy Sącz Jamnica;49.586999999999996;20.7439
Nowy Sącz Miasto;49.621;20.69
Nowy Targ;49.47289462626892;20.015687656613476
Nowy Targ Fabryczny;49.458;19.9997
Nowy Tomyśl;52.30388888;16.130833333
Nowy Tomyśl Strzelnica;52.31399999999999;16.1472
Nowy Tomyśl Wąskotorowy;52.303999999999995;16.1344
Nowy Widzim;52.08064605050002;16.142669942264593
Nowy Zagórz;49.52123938631911;22.259039508265023
Nowy Łupków;49.25228687882282;22.082849443144546
Nowy Świat-Uniwersytet;52.23708;21.017917
Nowy Świętów;50.37803462888911;17.369256715153114
Nurzec;52.4;23.0829
Nysa;50.477779999999996;17.341683
Nysa Dworzec Mały;50.4680557;17.34444427
Nysa Górna Wieś;50.456;17.3458
Nysa Miasto;50.47696;17.340575
Nysa Nowy Świat;50.45834;17.355281
Nędza;50.15663547002675;18.291377645915716
Nędza Wieś;50.16472683486351;18.31254205278734
Nędza Wąskotorowa;50.151;18.32
OLSZTYN GŁÓWNY;53.785548703378524;20.49710045420168
OLSZTYN ZACHODNI;53.77851164378254;20.468613363221788
OTŁOCZYN;52.91288685461679;18.6926487265173
Obiecanowo (przystanek kolejowy);52.81666;17.535558
Objazda (przystanek kolejowy);54.611000000000004;17.0506
Objazda Majątek;54.608999999999995;17.0653
Obkas (przystanek kolejowy);53.571999999999996;17.5394
Obliwice;54.61071512114485;17.73929790675928
Obliwice (przystanek kolejowy);54.61;17.7406
Obliźniak;51.24692595999753;22.08787987113822
Obodowo (przystanek kolejowy);53.427;17.7125
Obora Wielkopolska;52.56786921037808;17.528234350543134
Oborniki;52.64577478632226;16.820283430624425
Oborniki Wielkopolskie;52.65722222;16.829166666
Oborniki Śląskie;51.29981458625407;16.907389459265698
Obory Wąskotorowe;52.06;17.8567
Oborzyska Stare;52.11129158597707;16.70292531625748
Obrowo;52.967;18.8836
Obryta;53.224;14.9542
Obrzycko;52.698;16.5257
Obrzynowo (przystanek kolejowy);53.7;19.27
Obóz Szybowcowy;49.42195;22.554175
Ochla (stacja kolejowa);51.875;15.4844
Ochódno (przystanek kolejowy);53.62056;21.044733
Ocice (stacja kolejowa);50.528;21.6864
Ocim (przystanek kolejowy);53.848;14.9164
Ociąż;51.70214763370393;17.934633500070152
Ocypel;53.81345891575782;18.314712694241287
Ocypel (stacja kolejowa);53.813;18.315
Oczkowice (przystanek kolejowy);51.674;17.0447
Odoje (przystanek kolejowy);53.85974;22.003058
Odolanów;51.57485049911625;17.668044915596653
Odolion;52.86993447731204;18.74748056659839
Odrowąż;52.0;17.7394
Odrzygość;54.323;18.7478
Ognica;53.315;15.4539
Ogonki (stacja kolejowa);54.18611;21.803356
Ogonów;50.523999999999994;17.1703
Ogorzelec;50.76603694;15.8825225
Ogorzeliny;53.60508527633358;17.546798078731847
Ogorzeliny (przystanek kolejowy);53.605;17.5467
Ograszka;52.905;19.0269
Ogrodniki;52.00077842322925;23.239917279728576
Ogród Wiktorii;52.516000000000005;17.6147
Okartowo (przystanek kolejowy);53.80222;21.870019
Okleśna;50.03;19.5219
Okmiany;51.27097736902898;15.77846935778455
Okonek;53.51990492685462;16.830367977764347
Okoły;50.87;17.9111
Okrzeja;51.733000000000004;22.1372
Okrzeja/1;51.73167089803563;22.136044002432747
Okrzeszyn;50.619;16.03.
Okrąglica;51.437214561062966;15.181649445659911
Okrąglica (przystanek kolejowy);51.437;15.1817
Okunica;53.1;14.9428
Okunin;52.10335870726921;15.706042661568887
Olecko;54.0339978496547;22.4948465489349
Olecko Centrum;54.032;22.4961
Olecko Małe (przystanek kolejowy);53.97085;22.508625
Olecko Stadion;54.04600000000001;22.5006
Olecko Wąskotorowe;54.034;22.4944
Olekszyn;52.61416;17.351961
Olendry (stacja towarowa);50.592;21.827306
Olesno Tarnowskie;50.143;20.9417
Olesno Śląskie;50.88231358621454;18.424556129825056
Oleszna (przystanek kolejowy);53.364;14.735
Oleszna Podgórska;51.033195663308994;15.484720571149182
Oleszyce;50.157;23.0367
Oleśnica;51.2;17.3858
Oleśnica Rataje;51.21568828788922;17.36438859984775
Olkusz;50.2742362000267;19.57277859957111
Olkusz LHS;50.273;19.5739
Olpuch;54.01043471802592;18.02169035248666
Olpuch Wdzydze;54.02861111;18.016666666
Olszamowice;51.09972371823296;20.068657078729423
Olszanica;49.476000000000006;22.4364
Olszanka;50.795168876244276;17.477642792494425
Olszewka (przystanek kolejowy);53.21334;21.060581
Olszewki Mazurskie (przystanek kolejowy);53.67918;20.993358
Olszewo (przystanek kolejowy);53.858340000000005;21.678614
Olszewo Węgorzewskie (stacja kolejowa);54.295;21.7636
Olsztyn Gutkowo;53.808;20.4006
Olsztyn Główny;53.787;20.5075
Olsztyn Zachodni;53.77805550000001;20.4675
Olsztynek;53.584893150241406;20.29512597635876
Olszyna Lubańska;51.069784448632795;15.380708500943658
Olszyniec (stacja kolejowa);51.663000000000004;15.2585
Olszynka Grochowska;52.24984387238492;21.106922909674104
Olszyny;53.55366977905166;21.110929160739463
Olza;49.960315982477596;18.33886569692698
Opacz;52.18111111;20.904444444
Opacz WKD;52.181518537208426;20.905175336529968
Opalenica;52.31010052711529;16.402867326165893
Opalenica Cukrownia;52.31;16.4036
Opalenica Kolonia;52.33;16.3997
Opalenica Wąskotorowa;52.31;16.04.
Opalenie Tczewskie;53.74;18.8081
Opatówek;51.74324728487529;18.228533983221272
Opatówek Wąskotorowy;51.744;18.2264
Opatówek wąskotorowy;51.74353456172796;18.225334363059133
Opin (stacja kolejowa);54.113;20.2072
Opoczno;51.373000000000005;20.2697
Opoczno Południe;51.36;20.2342
Opole Gosławice;50.674368091587105;17.988307531731465
Opole Groszowice;50.63640381599753;17.955313008327273
Opole Grotowice;50.609692090870006;17.976018471699213
Opole Główne;50.662073165466936;17.92568438318368
Opole Lubelskie;51.15036422277918;21.979495686730875
Opole Port;50.681000000000004;17.9103
Opole Wschodnie;50.67450890779556;17.933962892438505
Opole Zachodnie;50.66079729700065;17.897771324608108
Opławiec (przystanek kolejowy);53.167;17.9514
Orchowo;52.50899999999999;18.0089
Ordzin (przystanek kolejowy);52.696999999999996;16.4742
Orlanka;52.727;23.3511
Orle;54.62972222;18.175555555
Orlina Duża;52.07;17.9144
Orneta;54.11492390771212;20.15089526836318
Ornontowice (przystanek kolejowy);50.177;18.7806
Orzechowo (stacja kolejowa);52.12694444;17.4775
Orzesze;50.1538615596756;18.77713675629054
Orzesze Jaśkowice;50.14482805444773;18.74085043852238
Orzesze Miasto;50.14180142249357;18.77470604081964
Orzesze Zawada;50.13;18.7639
Orzesze Zawiść;50.135560761132325;18.797195091762077
Orzeszkowo;52.68207489509899;23.533954647483608
Orzeszków;51.393933900819796;16.508144462339327
Orzysz;53.803999999999995;21.9375
Orłowo (Mazurskie);54.048;22.1466
Osetnica;51.261662658145816;15.846450744176007
Osetno (przystanek kolejowy);51.636;16.4572
Osie;53.59373579295713;18.347168294617003
Osieck;51.977566744423065;21.411810518149792
Osiecz;52.441;18.8994
Osieczna;53.76644108669194;18.194994693669177
Osieczna (przystanek kolejowy);53.766000000000005;18.1958
Osiek;53.11934306617211;17.297279628672637
Osiek Drawski;53.474;16.0689
Osiek Grodkowski;50.708890000000004;17.472236
Osiek Staszowski;50.607;20.7389
Osieki (przystanek kolejowy);54.61;17.0933
Osieki Lęborskie (przystanek kolejowy);54.766000000000005;17.9142
Osielec;49.675120085256545;19.755393003789834
Osina;53.607;15.0097
Osinów Dolny (przystanek kolejowy);52.847519999999996;14.142508
Osięciny;52.613;18.712
Oskierki;52.846000000000004;23.7167
Oskowo (przystanek kolejowy);54.391999999999996;17.6972
Osola;51.33765;16.865927
Osowa Góra;52.2;16.818
Osowiec;53.472893330672704;22.656830178338986
Osowiec Przystanek;50.751999999999995;18.0433
Osowiec Śląski;50.773;18.045
Osowo Gaj;53.628;15.2606
Osowo Lęborskie;54.47461220639986;17.757725971637527
Osowo Lęborskie (przystanek kolejowy);54.47466;17.757611
Osowo Nowogardzkie;53.64;15.2658
Ostaszewo Toruńskie;53.106;18.6269
Ostaszewo Żuławskie;54.208;18.9564
Ostrobodno (przystanek kolejowy);53.881;15.48
Ostromecko;53.135;17.9506
Ostroróg;52.62868229477914;16.457488195467285
Ostroróg (stacja kolejowa);52.62861111;16.456388888
Ostroszowice (przystanek kolejowy);50.64501;16.628333
Ostrowie Biebrzańskie;53.719402995378246;23.24392338806427
Ostrowiec;53.31;16.5456
Ostrowiec Sławieński;54.282;16.6678
Ostrowiec Świętokrzyski;50.933;21.3772
Ostrowiec Świętokrzyski Huta;50.5;20.53
Ostrowiecko;49.95515479294404;22.78106521552288
Ostrowite Cukrownia;53.065;19.2819
Ostrowite Gdańskie;54.21;18.7631
Ostrowite k/Jabłonowa;53.43335598864975;19.26774620980375
Ostrowite koło Jabłonowa;53.43395;19.268087
Ostrowy;52.29882945075703;19.192245966759824
Ostrowy Cukrownia;52.3;19.1791
Ostrowy Osada;52.29972;19.16835
Ostrowy Wąskotorowe;52.299440000000004;19.189183
Ostrołęka;53.05617542602916;21.616836115324887
Ostrołęka Fabryka;53.103;21.6133
Ostrołęka Północna Wąskotorowa;53.088;21.5575
Ostrzeszów;51.42920150200909;17.940744806453715
Ostrzeszów (stacja kolejowa);51.43027777;17.939444444
Ostróda;53.69966692486332;19.95126835627357
Ostrów Mazowiecka;52.82722222;21.881666666
Ostrów Mazowiecka Miasto;52.806999999999995;21.9106
Ostrów Wielkopolski;51.64922815239178;17.805328687283442
Ostrów Wielkopolski (stacja kolejowa);51.64916666;17.805555555
Ostrów Wielkopolski - Gorzyce;51.64754860666275;17.731401205242406
Ostrów Wielkopolski Zachodni;51.6416666;17.78472222
Ostrówek (przystanek kolejowy);53.345;17.6069
Ostrówek Węgrowski;52.5599933402239;21.751488273896065
Ostrówki;52.9344646145549;16.925823418580304
Ostrówki koło Chodzieży;52.93472222;16.925555555
Osusz;51.69928332298014;17.397165616671398
Osława Dąbrowa (przystanek kolejowy);54.104;17.6189
Osława Prefabet;54.105;17.6053
Osławica;49.27832632878975;22.074143378261045
Otmice;50.55100733441023;18.12492154965818
Otmuchów;50.474172634573286;17.152570726207674
Otmuchów Cukrownia;50.463;17.185
Otmuchów Jezioro;50.48139093912856;17.110575640735867
Otoczna;52.32532229263981;17.691514927055238
Otok;51.775439705308926;18.917981734885245
Otrębusy;52.12634540451104;20.76147773705642
Otusz;52.34670671205882;16.59638814830858
Otwock;52.108873527121155;21.263436719831763
Otwock WKD;52.105;21.2589
Otyń;51.840530261353855;15.708524089881715
Otłoczyn;52.913000000000004;18.6928
Owińska;52.51135475407772;16.987607934889084
Ozimek;50.67000563905384;18.209304678167666
Ozimek (stacja kolejowa);50.669;18.2092
Ozorków;51.972109939544495;19.2660117734323
Ozorków Centralny;51.972;19.2658
Ozorków Miasto;51.957;19.295
Ozorków Wąskotorowy;51.972;19.2658
Oćwieka (przystanek kolejowy);52.75196;17.753619
Oława;50.931000000000004;17.2969
Oława Dworzec Mały;50.928000000000004;17.3003
Oława Spacerowa;50.930932598324546;17.297023637829398
Ołdrzychowice Kłodzkie;50.35861;16.708072
Ołdrzychów (przystanek kolejowy);51.201;15.3869
Ołownik (stacja kolejowa);54.328;21.8281
Ośno Lubuskie;52.44906178482132;14.878573713967779
Ośno Wieś;52.68779;17.519739
Ośno Wąskotorowe;52.67;17.5083
Oświęcim;50.041000000000004;19.2006
Ożarowice;50.471000000000004;19.0517
Ożarów Cementownia;50.869;21.5942
Ożarów Mazowiecki;52.20748724035997;20.796390599471472
Ożarów Wieś;51.1;18.5167
P. Kielce-Czarnów;50.89008187653144;20.584102897048137
P. Kielce-Piaski;50.889393659154265;20.625202107925986
PILCHÓW;50.616752451756106;22.026931541397875
PKP  Baranówka;50.14663291031435;20.09535436447549
PKP Batowice;50.1073412477009;19.99562403862733
PKP Boguszów - Gorce;50.7502229044849;16.20193592053759
PKP Boguszów - Gorce Wschód;50.74740116267128;16.221438509160432
PKP Brzeg Głogowski;51.690857195364195;15.918950172846449
PKP Brzezinka Średzka;51.2197077570189;16.836924476170395
PKP Chociw Łaski;51.406518947816856;18.982653034849214
PKP Czerna;51.70210323778664;15.885254132846885
PKP Drzewica;51.436810035697015;20.465699089946106
PKP Garbce;51.5136952660799;16.88960391288087
PKP Głogów;51.68330836126817;15.970455177966835
PKP Głogów-Huta;51.675513265605794;15.99208039259458
PKP Jaśkowice Legnickie;51.21511676342201;16.31387802600242
PKP Jelcz Laskowice;51.0446171198935;17.30511857567559
PKP Jezierzany;51.23533733312333;16.098442058826024
PKP Kalisz;51.742675624819405;18.070840219624152
PKP Kokotów;50.017845387245465;20.070144031958
PKP Kozuby;51.49363554306946;19.02281360407989
PKP Koźlice;51.452100540464706;16.233425360905155
PKP Krośnice;51.471378791153384;17.37383639868765
PKP Krzepów;51.644402714132454;16.13413212187984
PKP Legnica;51.21393478011419;16.169025211170386
PKP Lubin;51.39630801056549;16.19377671997406
PKP Milicz;51.52743465893022;17.29496882442518
PKP Minkowice Oławskie;51.01178143563371;17.457210762636578
PKP Niedźwiedź ;50.20431519022428;20.080994610908483
PKP Oleśnica;51.20050144607523;17.386178103499038
PKP Opoczno;51.372814344383535;20.27164009777436
PKP Parczew;51.626149793771724;22.87157847865911
PKP Patków;52.27047741921401;22.74425613155692
PKP Poniatowice;51.225176051716296;17.53713100190618
PKP Pęgów;51.24745889278668;16.926858293008788
PKP Raszówka;51.30199168817614;16.181634858818672
PKP Rembertów;52.25725517290124;21.15778811674688
PKP Rudna - Miasto;51.50597371911628;16.270338097699376
PKP Rudna Gwizdanów;51.52884534288466;16.28110680620452
PKP Ruszów;51.40070948807885;15.176549729746089
PKP Rynarcice;51.47296797185131;16.227540722026752
PKP Rzeszotary;51.250226997027866;16.16613837217819
PKP Rębiszów;50.948485811526076;15.455926153541146
PKP Siedlce;51.45771224372166;19.01595914360406
PKP Smroków;50.27457774285215;20.046781295099155
PKP Stadomia Wierzchnia;51.266222271276455;17.64152392781174
PKP Syców;51.289605080779936;17.710572981718915
PKP Szczedrzykowice;51.21516500845482;16.351813487421197
PKP Wilczyce;51.16539829705063;16.034911140954453
PKP Wróblin Głogowski;51.686392490913384;15.955411406682256
PKP Zagórze;49.92500109605795;22.33707207177533
PKP Zakopane;49.30081216529661;19.963060052583852
PKP Zastów;50.12381984672;20.0690563598548
PKP Łuczyce ;50.1626076263529;20.07447500165111
PKP Ścinawa;51.408650269457;16.422365506522553
PKP Świdnica Miasto;50.84067694040503;16.481586525598352
Pabianice;51.66069309760191;19.324667045362943
Pacholęta;53.16580829553458;14.467697220570269
Pacołtowo (przystanek kolejowy);53.418890000000005;19.617794
Paczkowo;52.39674865587908;17.160735178895532
